,Date,POSIX,Adj Close,year,month,1_Adj Close,2_Adj Close,3_Adj Close,4_Adj Close,5_Adj Close,6_Adj Close,7_Adj Close,8_Adj Close,9_Adj Close,10_Adj Close,11_Adj Close,12_Adj Close,13_Adj Close,14_Adj Close
24,1980-02-08,318816000,6816.02978515625,1980,2,6795.6201171875,6800.330078125,6765.1201171875,6794.2099609375,6777.64013671875,6768.16015625,6776.60009765625,6770.830078125,6763.60986328125,6767.7099609375,6746.93017578125,6694.18994140625,6684.58984375,6666.27001953125
25,1980-02-12,319161600,6828.0498046875,1980,2,6816.02978515625,6795.6201171875,6800.330078125,6765.1201171875,6794.2099609375,6777.64013671875,6768.16015625,6776.60009765625,6770.830078125,6763.60986328125,6767.7099609375,6746.93017578125,6694.18994140625,6684.58984375
26,1980-02-13,319248000,6835.990234375,1980,2,6828.0498046875,6816.02978515625,6795.6201171875,6800.330078125,6765.1201171875,6794.2099609375,6777.64013671875,6768.16015625,6776.60009765625,6770.830078125,6763.60986328125,6767.7099609375,6746.93017578125,6694.18994140625
27,1980-02-14,319334400,6839.85986328125,1980,2,6835.990234375,6828.0498046875,6816.02978515625,6795.6201171875,6800.330078125,6765.1201171875,6794.2099609375,6777.64013671875,6768.16015625,6776.60009765625,6770.830078125,6763.60986328125,6767.7099609375,6746.93017578125
28,1980-02-15,319420800,6827.7099609375,1980,2,6839.85986328125,6835.990234375,6828.0498046875,6816.02978515625,6795.6201171875,6800.330078125,6765.1201171875,6794.2099609375,6777.64013671875,6768.16015625,6776.60009765625,6770.830078125,6763.60986328125,6767.7099609375
29,1980-02-18,319680000,6756.60009765625,1980,2,6827.7099609375,6839.85986328125,6835.990234375,6828.0498046875,6816.02978515625,6795.6201171875,6800.330078125,6765.1201171875,6794.2099609375,6777.64013671875,6768.16015625,6776.60009765625,6770.830078125,6763.60986328125
30,1980-02-19,319766400,6763.08984375,1980,2,6756.60009765625,6827.7099609375,6839.85986328125,6835.990234375,6828.0498046875,6816.02978515625,6795.6201171875,6800.330078125,6765.1201171875,6794.2099609375,6777.64013671875,6768.16015625,6776.60009765625,6770.830078125
31,1980-02-20,319852800,6806.009765625,1980,2,6763.08984375,6756.60009765625,6827.7099609375,6839.85986328125,6835.990234375,6828.0498046875,6816.02978515625,6795.6201171875,6800.330078125,6765.1201171875,6794.2099609375,6777.64013671875,6768.16015625,6776.60009765625
32,1980-02-21,319939200,6776.509765625,1980,2,6806.009765625,6763.08984375,6756.60009765625,6827.7099609375,6839.85986328125,6835.990234375,6828.0498046875,6816.02978515625,6795.6201171875,6800.330078125,6765.1201171875,6794.2099609375,6777.64013671875,6768.16015625
33,1980-02-22,320025600,6783.22021484375,1980,2,6776.509765625,6806.009765625,6763.08984375,6756.60009765625,6827.7099609375,6839.85986328125,6835.990234375,6828.0498046875,6816.02978515625,6795.6201171875,6800.330078125,6765.1201171875,6794.2099609375,6777.64013671875
34,1980-02-25,320284800,6751.2900390625,1980,2,6783.22021484375,6776.509765625,6806.009765625,6763.08984375,6756.60009765625,6827.7099609375,6839.85986328125,6835.990234375,6828.0498046875,6816.02978515625,6795.6201171875,6800.330078125,6765.1201171875,6794.2099609375
35,1980-02-26,320371200,6739.43017578125,1980,2,6751.2900390625,6783.22021484375,6776.509765625,6806.009765625,6763.08984375,6756.60009765625,6827.7099609375,6839.85986328125,6835.990234375,6828.0498046875,6816.02978515625,6795.6201171875,6800.330078125,6765.1201171875
36,1980-02-27,320457600,6777.33984375,1980,2,6739.43017578125,6751.2900390625,6783.22021484375,6776.509765625,6806.009765625,6763.08984375,6756.60009765625,6827.7099609375,6839.85986328125,6835.990234375,6828.0498046875,6816.02978515625,6795.6201171875,6800.330078125
37,1980-02-28,320544000,6743.990234375,1980,2,6777.33984375,6739.43017578125,6751.2900390625,6783.22021484375,6776.509765625,6806.009765625,6763.08984375,6756.60009765625,6827.7099609375,6839.85986328125,6835.990234375,6828.0498046875,6816.02978515625,6795.6201171875
38,1980-02-29,320630400,6764.89013671875,1980,2,6743.990234375,6777.33984375,6739.43017578125,6751.2900390625,6783.22021484375,6776.509765625,6806.009765625,6763.08984375,6756.60009765625,6827.7099609375,6839.85986328125,6835.990234375,6828.0498046875,6816.02978515625
39,1980-03-03,320889600,6793.56005859375,1980,3,6764.89013671875,6743.990234375,6777.33984375,6739.43017578125,6751.2900390625,6783.22021484375,6776.509765625,6806.009765625,6763.08984375,6756.60009765625,6827.7099609375,6839.85986328125,6835.990234375,6828.0498046875
40,1980-03-04,320976000,6778.27001953125,1980,3,6793.56005859375,6764.89013671875,6743.990234375,6777.33984375,6739.43017578125,6751.2900390625,6783.22021484375,6776.509765625,6806.009765625,6763.08984375,6756.60009765625,6827.7099609375,6839.85986328125,6835.990234375
41,1980-03-05,321062400,6794.0400390625,1980,3,6778.27001953125,6793.56005859375,6764.89013671875,6743.990234375,6777.33984375,6739.43017578125,6751.2900390625,6783.22021484375,6776.509765625,6806.009765625,6763.08984375,6756.60009765625,6827.7099609375,6839.85986328125
42,1980-03-06,321148800,6736.08984375,1980,3,6794.0400390625,6778.27001953125,6793.56005859375,6764.89013671875,6743.990234375,6777.33984375,6739.43017578125,6751.2900390625,6783.22021484375,6776.509765625,6806.009765625,6763.08984375,6756.60009765625,6827.7099609375
43,1980-03-07,321235200,6625.18017578125,1980,3,6736.08984375,6794.0400390625,6778.27001953125,6793.56005859375,6764.89013671875,6743.990234375,6777.33984375,6739.43017578125,6751.2900390625,6783.22021484375,6776.509765625,6806.009765625,6763.08984375,6756.60009765625
44,1980-03-10,321494400,6507.16015625,1980,3,6625.18017578125,6736.08984375,6794.0400390625,6778.27001953125,6793.56005859375,6764.89013671875,6743.990234375,6777.33984375,6739.43017578125,6751.2900390625,6783.22021484375,6776.509765625,6806.009765625,6763.08984375
45,1980-03-11,321580800,6535.669921875,1980,3,6507.16015625,6625.18017578125,6736.08984375,6794.0400390625,6778.27001953125,6793.56005859375,6764.89013671875,6743.990234375,6777.33984375,6739.43017578125,6751.2900390625,6783.22021484375,6776.509765625,6806.009765625
46,1980-03-12,321667200,6609.4599609375,1980,3,6535.669921875,6507.16015625,6625.18017578125,6736.08984375,6794.0400390625,6778.27001953125,6793.56005859375,6764.89013671875,6743.990234375,6777.33984375,6739.43017578125,6751.2900390625,6783.22021484375,6776.509765625
47,1980-03-13,321753600,6604.39013671875,1980,3,6609.4599609375,6535.669921875,6507.16015625,6625.18017578125,6736.08984375,6794.0400390625,6778.27001953125,6793.56005859375,6764.89013671875,6743.990234375,6777.33984375,6739.43017578125,6751.2900390625,6783.22021484375
48,1980-03-14,321840000,6593.39990234375,1980,3,6604.39013671875,6609.4599609375,6535.669921875,6507.16015625,6625.18017578125,6736.08984375,6794.0400390625,6778.27001953125,6793.56005859375,6764.89013671875,6743.990234375,6777.33984375,6739.43017578125,6751.2900390625
49,1980-03-17,322099200,6562.66015625,1980,3,6593.39990234375,6604.39013671875,6609.4599609375,6535.669921875,6507.16015625,6625.18017578125,6736.08984375,6794.0400390625,6778.27001953125,6793.56005859375,6764.89013671875,6743.990234375,6777.33984375,6739.43017578125
50,1980-03-18,322185600,6578.2099609375,1980,3,6562.66015625,6593.39990234375,6604.39013671875,6609.4599609375,6535.669921875,6507.16015625,6625.18017578125,6736.08984375,6794.0400390625,6778.27001953125,6793.56005859375,6764.89013671875,6743.990234375,6777.33984375
51,1980-03-19,322272000,6584.759765625,1980,3,6578.2099609375,6562.66015625,6593.39990234375,6604.39013671875,6609.4599609375,6535.669921875,6507.16015625,6625.18017578125,6736.08984375,6794.0400390625,6778.27001953125,6793.56005859375,6764.89013671875,6743.990234375
52,1980-03-20,322358400,6584.759765625,1980,3,6584.759765625,6578.2099609375,6562.66015625,6593.39990234375,6604.39013671875,6609.4599609375,6535.669921875,6507.16015625,6625.18017578125,6736.08984375,6794.0400390625,6778.27001953125,6793.56005859375,6764.89013671875
53,1980-03-21,322444800,6571.77001953125,1980,3,6584.759765625,6584.759765625,6578.2099609375,6562.66015625,6593.39990234375,6604.39013671875,6609.4599609375,6535.669921875,6507.16015625,6625.18017578125,6736.08984375,6794.0400390625,6778.27001953125,6793.56005859375
54,1980-03-24,322704000,6567.25,1980,3,6571.77001953125,6584.759765625,6584.759765625,6578.2099609375,6562.66015625,6593.39990234375,6604.39013671875,6609.4599609375,6535.669921875,6507.16015625,6625.18017578125,6736.08984375,6794.0400390625,6778.27001953125
55,1980-03-25,322790400,6531.259765625,1980,3,6567.25,6571.77001953125,6584.759765625,6584.759765625,6578.2099609375,6562.66015625,6593.39990234375,6604.39013671875,6609.4599609375,6535.669921875,6507.16015625,6625.18017578125,6736.08984375,6794.0400390625
56,1980-03-26,322876800,6535.8798828125,1980,3,6531.259765625,6567.25,6571.77001953125,6584.759765625,6584.759765625,6578.2099609375,6562.66015625,6593.39990234375,6604.39013671875,6609.4599609375,6535.669921875,6507.16015625,6625.18017578125,6736.08984375
57,1980-03-27,322963200,6481.02001953125,1980,3,6535.8798828125,6531.259765625,6567.25,6571.77001953125,6584.759765625,6584.759765625,6578.2099609375,6562.66015625,6593.39990234375,6604.39013671875,6609.4599609375,6535.669921875,6507.16015625,6625.18017578125
58,1980-03-28,323049600,6475.93017578125,1980,3,6481.02001953125,6535.8798828125,6531.259765625,6567.25,6571.77001953125,6584.759765625,6584.759765625,6578.2099609375,6562.66015625,6593.39990234375,6604.39013671875,6609.4599609375,6535.669921875,6507.16015625
59,1980-03-31,323308800,6556.18994140625,1980,3,6475.93017578125,6481.02001953125,6535.8798828125,6531.259765625,6567.25,6571.77001953125,6584.759765625,6584.759765625,6578.2099609375,6562.66015625,6593.39990234375,6604.39013671875,6609.4599609375,6535.669921875
60,1980-04-01,323395200,6502.7998046875,1980,4,6556.18994140625,6475.93017578125,6481.02001953125,6535.8798828125,6531.259765625,6567.25,6571.77001953125,6584.759765625,6584.759765625,6578.2099609375,6562.66015625,6593.39990234375,6604.39013671875,6609.4599609375
61,1980-04-02,323481600,6562.990234375,1980,4,6502.7998046875,6556.18994140625,6475.93017578125,6481.02001953125,6535.8798828125,6531.259765625,6567.25,6571.77001953125,6584.759765625,6584.759765625,6578.2099609375,6562.66015625,6593.39990234375,6604.39013671875
62,1980-04-03,323568000,6614.2001953125,1980,4,6562.990234375,6502.7998046875,6556.18994140625,6475.93017578125,6481.02001953125,6535.8798828125,6531.259765625,6567.25,6571.77001953125,6584.759765625,6584.759765625,6578.2099609375,6562.66015625,6593.39990234375
63,1980-04-04,323654400,6688.64013671875,1980,4,6614.2001953125,6562.990234375,6502.7998046875,6556.18994140625,6475.93017578125,6481.02001953125,6535.8798828125,6531.259765625,6567.25,6571.77001953125,6584.759765625,6584.759765625,6578.2099609375,6562.66015625
64,1980-04-07,323913600,6737.06005859375,1980,4,6688.64013671875,6614.2001953125,6562.990234375,6502.7998046875,6556.18994140625,6475.93017578125,6481.02001953125,6535.8798828125,6531.259765625,6567.25,6571.77001953125,6584.759765625,6584.759765625,6578.2099609375
65,1980-04-08,324000000,6682.5400390625,1980,4,6737.06005859375,6688.64013671875,6614.2001953125,6562.990234375,6502.7998046875,6556.18994140625,6475.93017578125,6481.02001953125,6535.8798828125,6531.259765625,6567.25,6571.77001953125,6584.759765625,6584.759765625
66,1980-04-09,324086400,6708.240234375,1980,4,6682.5400390625,6737.06005859375,6688.64013671875,6614.2001953125,6562.990234375,6502.7998046875,6556.18994140625,6475.93017578125,6481.02001953125,6535.8798828125,6531.259765625,6567.25,6571.77001953125,6584.759765625
67,1980-04-10,324172800,6730.509765625,1980,4,6708.240234375,6682.5400390625,6737.06005859375,6688.64013671875,6614.2001953125,6562.990234375,6502.7998046875,6556.18994140625,6475.93017578125,6481.02001953125,6535.8798828125,6531.259765625,6567.25,6571.77001953125
68,1980-04-11,324259200,6751.9599609375,1980,4,6730.509765625,6708.240234375,6682.5400390625,6737.06005859375,6688.64013671875,6614.2001953125,6562.990234375,6502.7998046875,6556.18994140625,6475.93017578125,6481.02001953125,6535.8798828125,6531.259765625,6567.25
69,1980-04-14,324518400,6808.169921875,1980,4,6751.9599609375,6730.509765625,6708.240234375,6682.5400390625,6737.06005859375,6688.64013671875,6614.2001953125,6562.990234375,6502.7998046875,6556.18994140625,6475.93017578125,6481.02001953125,6535.8798828125,6531.259765625
70,1980-04-15,324604800,6805.77978515625,1980,4,6808.169921875,6751.9599609375,6730.509765625,6708.240234375,6682.5400390625,6737.06005859375,6688.64013671875,6614.2001953125,6562.990234375,6502.7998046875,6556.18994140625,6475.93017578125,6481.02001953125,6535.8798828125
71,1980-04-16,324691200,6770.3701171875,1980,4,6805.77978515625,6808.169921875,6751.9599609375,6730.509765625,6708.240234375,6682.5400390625,6737.06005859375,6688.64013671875,6614.2001953125,6562.990234375,6502.7998046875,6556.18994140625,6475.93017578125,6481.02001953125
72,1980-04-17,324777600,6798.77978515625,1980,4,6770.3701171875,6805.77978515625,6808.169921875,6751.9599609375,6730.509765625,6708.240234375,6682.5400390625,6737.06005859375,6688.64013671875,6614.2001953125,6562.990234375,6502.7998046875,6556.18994140625,6475.93017578125
73,1980-04-18,324864000,6811.39013671875,1980,4,6798.77978515625,6770.3701171875,6805.77978515625,6808.169921875,6751.9599609375,6730.509765625,6708.240234375,6682.5400390625,6737.06005859375,6688.64013671875,6614.2001953125,6562.990234375,6502.7998046875,6556.18994140625
74,1980-04-21,325123200,6810.669921875,1980,4,6811.39013671875,6798.77978515625,6770.3701171875,6805.77978515625,6808.169921875,6751.9599609375,6730.509765625,6708.240234375,6682.5400390625,6737.06005859375,6688.64013671875,6614.2001953125,6562.990234375,6502.7998046875
75,1980-04-22,325209600,6799.009765625,1980,4,6810.669921875,6811.39013671875,6798.77978515625,6770.3701171875,6805.77978515625,6808.169921875,6751.9599609375,6730.509765625,6708.240234375,6682.5400390625,6737.06005859375,6688.64013671875,6614.2001953125,6562.990234375
76,1980-04-23,325296000,6843.85009765625,1980,4,6799.009765625,6810.669921875,6811.39013671875,6798.77978515625,6770.3701171875,6805.77978515625,6808.169921875,6751.9599609375,6730.509765625,6708.240234375,6682.5400390625,6737.06005859375,6688.64013671875,6614.2001953125
77,1980-04-24,325382400,6830.31005859375,1980,4,6843.85009765625,6799.009765625,6810.669921875,6811.39013671875,6798.77978515625,6770.3701171875,6805.77978515625,6808.169921875,6751.9599609375,6730.509765625,6708.240234375,6682.5400390625,6737.06005859375,6688.64013671875
78,1980-04-25,325468800,6904.81005859375,1980,4,6830.31005859375,6843.85009765625,6799.009765625,6810.669921875,6811.39013671875,6798.77978515625,6770.3701171875,6805.77978515625,6808.169921875,6751.9599609375,6730.509765625,6708.240234375,6682.5400390625,6737.06005859375
79,1980-04-28,325728000,6875.66015625,1980,4,6904.81005859375,6830.31005859375,6843.85009765625,6799.009765625,6810.669921875,6811.39013671875,6798.77978515625,6770.3701171875,6805.77978515625,6808.169921875,6751.9599609375,6730.509765625,6708.240234375,6682.5400390625
80,1980-04-30,325900800,6865.56005859375,1980,4,6875.66015625,6904.81005859375,6830.31005859375,6843.85009765625,6799.009765625,6810.669921875,6811.39013671875,6798.77978515625,6770.3701171875,6805.77978515625,6808.169921875,6751.9599609375,6730.509765625,6708.240234375
81,1980-05-01,325987200,6865.080078125,1980,5,6865.56005859375,6875.66015625,6904.81005859375,6830.31005859375,6843.85009765625,6799.009765625,6810.669921875,6811.39013671875,6798.77978515625,6770.3701171875,6805.77978515625,6808.169921875,6751.9599609375,6730.509765625
82,1980-05-02,326073600,6882.64990234375,1980,5,6865.080078125,6865.56005859375,6875.66015625,6904.81005859375,6830.31005859375,6843.85009765625,6799.009765625,6810.669921875,6811.39013671875,6798.77978515625,6770.3701171875,6805.77978515625,6808.169921875,6751.9599609375
83,1980-05-06,326419200,6856.080078125,1980,5,6882.64990234375,6865.080078125,6865.56005859375,6875.66015625,6904.81005859375,6830.31005859375,6843.85009765625,6799.009765625,6810.669921875,6811.39013671875,6798.77978515625,6770.3701171875,6805.77978515625,6808.169921875
84,1980-05-07,326505600,6834.83984375,1980,5,6856.080078125,6882.64990234375,6865.080078125,6865.56005859375,6875.66015625,6904.81005859375,6830.31005859375,6843.85009765625,6799.009765625,6810.669921875,6811.39013671875,6798.77978515625,6770.3701171875,6805.77978515625
85,1980-05-08,326592000,6757.7001953125,1980,5,6834.83984375,6856.080078125,6882.64990234375,6865.080078125,6865.56005859375,6875.66015625,6904.81005859375,6830.31005859375,6843.85009765625,6799.009765625,6810.669921875,6811.39013671875,6798.77978515625,6770.3701171875
86,1980-05-09,326678400,6808.3798828125,1980,5,6757.7001953125,6834.83984375,6856.080078125,6882.64990234375,6865.080078125,6865.56005859375,6875.66015625,6904.81005859375,6830.31005859375,6843.85009765625,6799.009765625,6810.669921875,6811.39013671875,6798.77978515625
87,1980-05-12,326937600,6754.93994140625,1980,5,6808.3798828125,6757.7001953125,6834.83984375,6856.080078125,6882.64990234375,6865.080078125,6865.56005859375,6875.66015625,6904.81005859375,6830.31005859375,6843.85009765625,6799.009765625,6810.669921875,6811.39013671875
88,1980-05-13,327024000,6766.93994140625,1980,5,6754.93994140625,6808.3798828125,6757.7001953125,6834.83984375,6856.080078125,6882.64990234375,6865.080078125,6865.56005859375,6875.66015625,6904.81005859375,6830.31005859375,6843.85009765625,6799.009765625,6810.669921875
89,1980-05-14,327110400,6747.740234375,1980,5,6766.93994140625,6754.93994140625,6808.3798828125,6757.7001953125,6834.83984375,6856.080078125,6882.64990234375,6865.080078125,6865.56005859375,6875.66015625,6904.81005859375,6830.31005859375,6843.85009765625,6799.009765625
90,1980-05-15,327196800,6746.509765625,1980,5,6747.740234375,6766.93994140625,6754.93994140625,6808.3798828125,6757.7001953125,6834.83984375,6856.080078125,6882.64990234375,6865.080078125,6865.56005859375,6875.66015625,6904.81005859375,6830.31005859375,6843.85009765625
91,1980-05-16,327283200,6733.0,1980,5,6746.509765625,6747.740234375,6766.93994140625,6754.93994140625,6808.3798828125,6757.7001953125,6834.83984375,6856.080078125,6882.64990234375,6865.080078125,6865.56005859375,6875.66015625,6904.81005859375,6830.31005859375
92,1980-05-19,327542400,6634.330078125,1980,5,6733.0,6746.509765625,6747.740234375,6766.93994140625,6754.93994140625,6808.3798828125,6757.7001953125,6834.83984375,6856.080078125,6882.64990234375,6865.080078125,6865.56005859375,6875.66015625,6904.81005859375
93,1980-05-20,327628800,6707.2998046875,1980,5,6634.330078125,6733.0,6746.509765625,6747.740234375,6766.93994140625,6754.93994140625,6808.3798828125,6757.7001953125,6834.83984375,6856.080078125,6882.64990234375,6865.080078125,6865.56005859375,6875.66015625
94,1980-05-21,327715200,6822.18017578125,1980,5,6707.2998046875,6634.330078125,6733.0,6746.509765625,6747.740234375,6766.93994140625,6754.93994140625,6808.3798828125,6757.7001953125,6834.83984375,6856.080078125,6882.64990234375,6865.080078125,6865.56005859375
95,1980-05-22,327801600,6836.89013671875,1980,5,6822.18017578125,6707.2998046875,6634.330078125,6733.0,6746.509765625,6747.740234375,6766.93994140625,6754.93994140625,6808.3798828125,6757.7001953125,6834.83984375,6856.080078125,6882.64990234375,6865.080078125
96,1980-05-23,327888000,6839.89013671875,1980,5,6836.89013671875,6822.18017578125,6707.2998046875,6634.330078125,6733.0,6746.509765625,6747.740234375,6766.93994140625,6754.93994140625,6808.3798828125,6757.7001953125,6834.83984375,6856.080078125,6882.64990234375
97,1980-05-26,328147200,6831.919921875,1980,5,6839.89013671875,6836.89013671875,6822.18017578125,6707.2998046875,6634.330078125,6733.0,6746.509765625,6747.740234375,6766.93994140625,6754.93994140625,6808.3798828125,6757.7001953125,6834.83984375,6856.080078125
98,1980-05-27,328233600,6826.5,1980,5,6831.919921875,6839.89013671875,6836.89013671875,6822.18017578125,6707.2998046875,6634.330078125,6733.0,6746.509765625,6747.740234375,6766.93994140625,6754.93994140625,6808.3798828125,6757.7001953125,6834.83984375
99,1980-05-28,328320000,6849.0498046875,1980,5,6826.5,6831.919921875,6839.89013671875,6836.89013671875,6822.18017578125,6707.2998046875,6634.330078125,6733.0,6746.509765625,6747.740234375,6766.93994140625,6754.93994140625,6808.3798828125,6757.7001953125
100,1980-05-29,328406400,6841.39990234375,1980,5,6849.0498046875,6826.5,6831.919921875,6839.89013671875,6836.89013671875,6822.18017578125,6707.2998046875,6634.330078125,6733.0,6746.509765625,6747.740234375,6766.93994140625,6754.93994140625,6808.3798828125
101,1980-05-30,328492800,6855.7001953125,1980,5,6841.39990234375,6849.0498046875,6826.5,6831.919921875,6839.89013671875,6836.89013671875,6822.18017578125,6707.2998046875,6634.330078125,6733.0,6746.509765625,6747.740234375,6766.93994140625,6754.93994140625
102,1980-06-02,328752000,6862.7001953125,1980,6,6855.7001953125,6841.39990234375,6849.0498046875,6826.5,6831.919921875,6839.89013671875,6836.89013671875,6822.18017578125,6707.2998046875,6634.330078125,6733.0,6746.509765625,6747.740234375,6766.93994140625
103,1980-06-03,328838400,6826.18017578125,1980,6,6862.7001953125,6855.7001953125,6841.39990234375,6849.0498046875,6826.5,6831.919921875,6839.89013671875,6836.89013671875,6822.18017578125,6707.2998046875,6634.330078125,6733.0,6746.509765625,6747.740234375
104,1980-06-04,328924800,6795.6298828125,1980,6,6826.18017578125,6862.7001953125,6855.7001953125,6841.39990234375,6849.0498046875,6826.5,6831.919921875,6839.89013671875,6836.89013671875,6822.18017578125,6707.2998046875,6634.330078125,6733.0,6746.509765625
105,1980-06-05,329011200,6821.240234375,1980,6,6795.6298828125,6826.18017578125,6862.7001953125,6855.7001953125,6841.39990234375,6849.0498046875,6826.5,6831.919921875,6839.89013671875,6836.89013671875,6822.18017578125,6707.2998046875,6634.330078125,6733.0
106,1980-06-06,329097600,6814.5,1980,6,6821.240234375,6795.6298828125,6826.18017578125,6862.7001953125,6855.7001953125,6841.39990234375,6849.0498046875,6826.5,6831.919921875,6839.89013671875,6836.89013671875,6822.18017578125,6707.2998046875,6634.330078125
107,1980-06-09,329356800,6823.0400390625,1980,6,6814.5,6821.240234375,6795.6298828125,6826.18017578125,6862.7001953125,6855.7001953125,6841.39990234375,6849.0498046875,6826.5,6831.919921875,6839.89013671875,6836.89013671875,6822.18017578125,6707.2998046875
108,1980-06-10,329443200,6783.240234375,1980,6,6823.0400390625,6814.5,6821.240234375,6795.6298828125,6826.18017578125,6862.7001953125,6855.7001953125,6841.39990234375,6849.0498046875,6826.5,6831.919921875,6839.89013671875,6836.89013671875,6822.18017578125
109,1980-06-11,329529600,6826.009765625,1980,6,6783.240234375,6823.0400390625,6814.5,6821.240234375,6795.6298828125,6826.18017578125,6862.7001953125,6855.7001953125,6841.39990234375,6849.0498046875,6826.5,6831.919921875,6839.89013671875,6836.89013671875
110,1980-06-12,329616000,6814.72021484375,1980,6,6826.009765625,6783.240234375,6823.0400390625,6814.5,6821.240234375,6795.6298828125,6826.18017578125,6862.7001953125,6855.7001953125,6841.39990234375,6849.0498046875,6826.5,6831.919921875,6839.89013671875
111,1980-06-13,329702400,6821.81005859375,1980,6,6814.72021484375,6826.009765625,6783.240234375,6823.0400390625,6814.5,6821.240234375,6795.6298828125,6826.18017578125,6862.7001953125,6855.7001953125,6841.39990234375,6849.0498046875,6826.5,6831.919921875
112,1980-06-16,329961600,6852.60986328125,1980,6,6821.81005859375,6814.72021484375,6826.009765625,6783.240234375,6823.0400390625,6814.5,6821.240234375,6795.6298828125,6826.18017578125,6862.7001953125,6855.7001953125,6841.39990234375,6849.0498046875,6826.5
113,1980-06-17,330048000,6798.5,1980,6,6852.60986328125,6821.81005859375,6814.72021484375,6826.009765625,6783.240234375,6823.0400390625,6814.5,6821.240234375,6795.6298828125,6826.18017578125,6862.7001953125,6855.7001953125,6841.39990234375,6849.0498046875
114,1980-06-18,330134400,6824.9501953125,1980,6,6798.5,6852.60986328125,6821.81005859375,6814.72021484375,6826.009765625,6783.240234375,6823.0400390625,6814.5,6821.240234375,6795.6298828125,6826.18017578125,6862.7001953125,6855.7001953125,6841.39990234375
115,1980-06-19,330220800,6791.8798828125,1980,6,6824.9501953125,6798.5,6852.60986328125,6821.81005859375,6814.72021484375,6826.009765625,6783.240234375,6823.0400390625,6814.5,6821.240234375,6795.6298828125,6826.18017578125,6862.7001953125,6855.7001953125
116,1980-06-20,330307200,6813.85009765625,1980,6,6791.8798828125,6824.9501953125,6798.5,6852.60986328125,6821.81005859375,6814.72021484375,6826.009765625,6783.240234375,6823.0400390625,6814.5,6821.240234375,6795.6298828125,6826.18017578125,6862.7001953125
117,1980-06-23,330566400,6860.89013671875,1980,6,6813.85009765625,6791.8798828125,6824.9501953125,6798.5,6852.60986328125,6821.81005859375,6814.72021484375,6826.009765625,6783.240234375,6823.0400390625,6814.5,6821.240234375,6795.6298828125,6826.18017578125
